"censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
2013-11-02,11,2,2013,"control",17,26,"PP","M","Z",NA,NA,NA,NA,NA,NA,19,16,"5D9EF2","*",NA,NA
2013-11-02,11,2,2013,"exclosure",21,64,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,36,"00FAB8",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,57,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,18,"0119CA",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,73,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"0101F4","*",NA,NA
2013-11-02,11,2,2013,"exclosure",21,26,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,17,"567358",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,43,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,17,"00F454","*",NA,NA
2013-11-02,11,2,2013,"exclosure",21,71,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"00F9D7",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,22,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"00F999",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,15,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"5D9FD2","*",NA,NA
2013-11-02,11,2,2013,"exclosure",21,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,47,"00FA6B",NA,NA,NA
2013-11-02,11,2,2013,"exclosure",21,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,33,49,"001318",NA,"001397",NA
2013-11-02,11,2,2013,"removal",23,14,"PP","F","Z",NA,NA,NA,NA,NA,NA,17,21,"01048A",NA,NA,NA
2013-11-02,11,2,2013,"removal",23,66,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,25,"001974",NA,"001287",NA
2013-11-02,11,2,2013,"removal",16,14,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,NA,NA,NA,NA
2013-11-02,11,2,2013,"removal",16,13,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,25,NA,NA,NA,NA
2013-11-02,11,2,2013,"removal",16,67,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,22,NA,NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,63,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,19,"5B942A",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,12,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"00F179",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,37,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,22,"00FA65",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,73,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"00F901","*",NA,NA
2013-11-02,11,3,2013,"exclosure",3,23,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,22,"0104AD",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,34,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,15,"012874","*",NA,NA
2013-11-02,11,3,2013,"exclosure",3,33,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,17,"5D9F49",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",3,21,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,37,"00B175","*",NA,NA
2013-11-02,11,3,2013,"control",4,74,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,17,"5B857D",NA,NA,NA
2013-11-02,11,3,2013,"control",4,23,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,49,"001753",NA,"001555","*"
2013-11-02,11,3,2013,"control",4,62,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,41,"001473","*","001472","*"
2013-11-02,11,3,2013,"control",4,21,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"00F961",NA,NA,NA
2013-11-02,11,3,2013,"control",4,67,"OL","M","Z",NA,NA,NA,NA,NA,NA,17,25,"001470","*","001471","*"
2013-11-02,11,3,2013,"control",4,57,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,15,"00FFE7","*",NA,NA
2013-11-02,11,3,2013,"control",4,77,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"01283A",NA,NA,NA
2013-11-02,11,3,2013,"control",4,45,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,15,"00FA6D","*",NA,NA
2013-11-02,11,3,2013,"control",4,42,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,18,"0127F9","*",NA,NA
2013-11-02,11,3,2013,"control",4,27,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,41,"001229",NA,"001228",NA
2013-11-02,11,3,2013,"control",4,75,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"00B389",NA,NA,NA
2013-11-02,11,3,2013,"control",4,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,13,"00B22B","*",NA,NA
2013-11-02,11,3,2013,"control",11,31,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,47,"001265",NA,"001264",NA
2013-11-02,11,3,2013,"control",11,36,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,50,"001469","*","001256",NA
2013-11-02,11,3,2013,"control",11,72,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,17,"00B0FA","*",NA,NA
2013-11-02,11,3,2013,"control",11,77,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,20,"5D020D","*",NA,NA
2013-11-02,11,3,2013,"control",11,65,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,41,"001557",NA,"001762",NA
2013-11-02,11,3,2013,"control",11,67,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,45,"B7174B","*","001262",NA
2013-11-02,11,3,2013,"control",14,54,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,49,"001518",NA,"001747",NA
2013-11-02,11,3,2013,"control",14,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,46,"001576","*","001476","*"
2013-11-02,11,3,2013,"control",14,45,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,52,"001353",NA,"001749","*"
2013-11-02,11,3,2013,"control",14,11,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,43,"001477","*","001478","*"
2013-11-02,11,3,2013,"control",14,35,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,17,"00FF09",NA,NA,NA
2013-11-02,11,3,2013,"control",14,33,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,18,"5D321E","*",NA,NA
2013-11-02,11,3,2013,"control",14,37,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,17,"5D0C43","*",NA,NA
2013-11-02,11,3,2013,"exclosure",15,57,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,21,"5D23D1",NA,NA,NA
2013-11-02,11,3,2013,"exclosure",15,13,"PE","F",NA,NA,NA,NA,"P","E",NA,19,30,"001427","*","001444","*"
2013-11-02,11,3,2013,"exclosure",15,17,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,22,"001426","*","001443","*"
2013-11-02,11,3,2013,"removal",10,42,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,19,NA,NA,NA,NA
2013-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-29,12,29,2013,"exclosure",19,77,"PE","F",NA,"J",NA,NA,NA,NA,NA,18,13,"001495","*","001496","*"
2013-12-29,12,29,2013,"exclosure",19,57,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"00667E",NA,NA,NA
2013-12-29,12,29,2013,"exclosure",19,51,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"010492",NA,NA,NA
2013-12-29,12,29,2013,"control",17,67,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,48,"001310",NA,"001311",NA
2013-12-29,12,29,2013,"control",17,71,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,48,"001294",NA,"001505",NA
2013-12-29,12,29,2013,"control",17,17,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,49,"000509",NA,"000508",NA
2013-12-29,12,29,2013,"control",17,23,"DM","M",NA,NA,"M",NA,NA,NA,NA,37,47,"001394",NA,"001359",NA
2013-12-29,12,29,2013,"control",17,46,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,44,"00B14F",NA,NA,NA
2013-12-29,12,29,2013,"exclosure",21,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,46,"00FA6B",NA,NA,NA
2013-12-29,12,29,2013,"exclosure",21,76,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,39,"00FAB8",NA,NA,NA
2013-12-29,12,29,2013,"removal",23,36,"PE","M",NA,"J",NA,NA,NA,NA,NA,19,15,NA,NA,NA,NA
2013-12-29,12,29,2013,"removal",23,14,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,27,"001219",NA,"001220",NA
2013-12-29,12,29,2013,"removal",16,15,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,42,NA,NA,NA,NA
2013-12-29,12,30,2013,"exclosure",3,51,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,25,"001430","*","001431","*"
2013-12-29,12,30,2013,"exclosure",3,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"012A48","*",NA,NA
2013-12-29,12,30,2013,"control",4,26,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,44,"001229",NA,"001228",NA
2013-12-29,12,30,2013,"control",4,73,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,42,"001473",NA,"001472",NA
2013-12-29,12,30,2013,"control",4,63,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,53,"001753",NA,"001555",NA
2013-12-29,12,30,2013,"control",11,35,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,24,"001494","*","001493","*"
2013-12-29,12,30,2013,"control",11,63,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,48,"001265",NA,"001264",NA
2013-12-29,12,30,2013,"control",11,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,43,"001469",NA,"001256",NA
2013-12-29,12,30,2013,"control",11,37,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,18,"5D020D",NA,NA,NA
2013-12-29,12,30,2013,"control",11,23,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,23,"001491","*","001492","*"
2013-12-29,12,30,2013,"control",11,61,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,25,"001490","*","001489","*"
2013-12-29,12,30,2013,"control",11,11,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,24,"B709B9","*","001486","*"
2013-12-29,12,30,2013,"control",11,14,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,35,"001488","*","001487","*"
2013-12-29,12,30,2013,"control",11,37,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,46,"001557",NA,"001762",NA
2013-12-29,12,30,2013,"control",14,27,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,46,"001413","*","001414","*"
2013-12-29,12,30,2013,"control",14,43,"DM","F",NA,NA,NA,"B",NA,"R",NA,36,50,"001518",NA,"001747",NA
2013-12-29,12,30,2013,"control",14,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,39,"001415","*","001416","*"
2013-12-29,12,30,2013,"control",14,31,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,52,"001353",NA,"001749",NA
2013-12-29,12,30,2013,"control",14,46,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,50,"001417","*","001418","*"
2013-12-29,12,30,2013,"control",14,42,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,25,"001419","*","001420","*"
2013-12-29,12,30,2013,"control",14,76,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,NA,"001576",NA,"001476",NA
2013-12-29,12,30,2013,"control",14,72,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,28,"001422","*","001421","*"
2013-12-29,12,30,2013,"exclosure",15,17,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,24,"001427",NA,"001444",NA
2013-12-29,12,NA,2013,"removal",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-01,2,1,2014,"exclosure",21,42,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,40,"00FAB8",NA,NA,NA
2014-02-01,2,1,2014,"exclosure",21,25,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,24,"001946","*","001963","*"
2014-02-01,2,1,2014,"removal",23,37,"PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-01,2,1,2014,"removal",23,14,"PE","F",NA,NA,NA,NA,"P","E",NA,19,41,"001219",NA,"001220",NA
2014-02-01,2,1,2014,"removal",23,61,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,18,NA,NA,NA,NA
2014-02-01,2,1,2014,"removal",16,13,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA
2014-02-01,2,2,2014,"exclosure",3,21,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,25,"001999","*","001998","*"
2014-02-01,2,2,2014,"exclosure",3,11,"PE","F",NA,NA,NA,NA,"P","E",NA,20,33,"001430",NA,"001431",NA
2014-02-01,2,2,2014,"exclosure",3,12,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,27,"001206",NA,"001207",NA
2014-02-01,2,2,2014,"control",4,27,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,41,"001997","*","001937","*"
2014-02-01,2,2,2014,"control",4,63,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,52,"001938","*","001936","*"
2014-02-01,2,2,2014,"control",4,54,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,40,"001935","*","001554","*"
2014-02-01,2,2,2014,"control",4,71,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,49,"001649","*","001932","*"
2014-02-01,2,2,2014,"control",4,17,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,44,"001229",NA,"001228",NA
2014-02-01,2,2,2014,"control",11,35,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"001261",NA,"001260",NA
2014-02-01,2,2,2014,"control",11,26,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,48,"001825","*","001921","*"
2014-02-01,2,2,2014,"control",11,36,"DM","F",NA,NA,NA,"S",NA,NA,NA,33,30,"001491",NA,"001492",NA
2014-02-01,2,2,2014,"control",11,76,"PE","F","Z",NA,NA,NA,NA,NA,NA,19,18,"001977","*","001978","*"
2014-02-01,2,2,2014,"control",11,63,"DM","F",NA,NA,NA,NA,NA,"E",NA,34,56,"B7174B","*","001262",NA
2014-02-01,2,2,2014,"control",11,32,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,42,"001980","*","001983","*"
2014-02-01,2,2,2014,"control",11,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,49,"001984","*","001985","*"
2014-02-01,2,2,2014,"control",11,74,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,50,"001557",NA,"001762","*"
2014-02-01,2,2,2014,"control",11,42,"DM","M",NA,NA,"R",NA,NA,NA,NA,34,51,"001041",NA,"001042",NA
2014-02-01,2,2,2014,"control",11,11,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,48,"001987","*","001988","*"
2014-02-01,2,2,2014,"control",11,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,41,"001488",NA,"001487",NA
2014-02-01,2,2,2014,"control",14,21,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"001540","*","001836","*"
2014-02-01,2,2,2014,"control",14,25,"DM","F","Z",NA,NA,NA,NA,NA,NA,32,41,"001415",NA,"001416",NA
2014-02-01,2,2,2014,"control",14,12,"DM","F",NA,NA,NA,"S",NA,NA,NA,38,51,"001518",NA,"001747",NA
2014-02-01,2,2,2014,"control",14,52,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,49,"001525","*","001526","*"
2014-02-01,2,2,2014,"control",14,56,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,57,"001527","*","001528","*"
2014-02-01,2,2,2014,"control",14,66,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,55,"001529","*","001530","*"
2014-02-01,2,2,2014,"control",14,72,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,51,"001531","*","001532","*"
2014-02-01,2,2,2014,"control",14,75,"OL","M","Z",NA,NA,NA,NA,NA,NA,21,31,"001533","*","001534","*"
2014-02-01,2,1,2014,"exclosure",19,57,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"00667E",NA,NA,NA
2014-02-01,2,1,2014,"exclosure",19,26,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,8,"00E91A","*",NA,NA
2014-02-01,2,1,2014,"control",17,51,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,50,"000620",NA,"000619",NA
2014-02-01,2,1,2014,"control",17,56,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,51,"001950","*","001951","*"
2014-02-01,2,1,2014,"control",17,63,"DM","F",NA,NA,NA,"S",NA,NA,NA,35,35,"001952","*","001973","*"
2014-02-01,2,1,2014,"control",17,62,"DM","M",NA,NA,"M",NA,NA,NA,NA,34,51,"001294",NA,"001505","*"
2014-02-01,2,1,2014,"control",17,76,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,49,"001310",NA,"001311",NA
2014-02-01,2,1,2014,"control",17,77,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,46,"001971","*","001970","*"
2014-02-01,2,1,2014,"control",17,35,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,21,"001969","*","001968","*"
2014-02-01,2,1,2014,"control",17,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,52,"000509",NA,"000508",NA
2014-02-01,2,1,2014,"control",17,12,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,50,"000611",NA,"001967","*"
2014-02-01,2,1,2014,"exclosure",21,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,39,"00FA6B",NA,NA,NA
2014-02-01,2,2,2014,"control",14,76,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,51,"001873","*","001536","*"
2014-02-01,2,2,2014,"control",14,74,"DM","M","Z",NA,NA,NA,NA,NA,NA,32,25,"001537","*","001735","*"
2014-02-01,2,2,2014,"control",14,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,55,"001353",NA,"001749","*"
2014-02-01,2,2,2014,"control",14,57,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,49,"001576","*","001476",NA
2014-02-01,2,2,2014,"control",14,36,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,52,"001417",NA,"001418",NA
2014-02-01,2,2,2014,"control",14,33,"OL","F","Z",NA,NA,NA,NA,NA,NA,20,25,"001464",NA,"001463",NA
2014-02-01,2,2,2014,"control",14,44,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,57,"001636","*","001578","*"
2014-02-01,2,2,2014,"exclosure",15,17,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,24,"001427",NA,"001444",NA
2014-02-01,2,2,2014,"exclosure",15,37,"PE","M","Z",NA,NA,NA,NA,NA,NA,19,21,"001579","*","001580","*"
2014-02-01,2,NA,2014,"removal",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,3,1,2014,"exclosure",19,37,"PE","M",NA,"J",NA,NA,NA,NA,NA,20,NA,"001501","*","001502","*"
2014-03-01,3,1,2014,"exclosure",19,26,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,NA,NA,NA,NA,NA
2014-03-01,3,1,2014,"exclosure",19,42,"RM","M","Z",NA,NA,NA,NA,NA,NA,15,10,"00F1FB","*",NA,NA
2014-03-01,3,1,2014,"exclosure",19,67,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,22,"56859A","*",NA,NA
2014-03-01,3,1,2014,"exclosure",19,64,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,20,"010492",NA,NA,NA
2014-03-01,3,1,2014,"exclosure",19,35,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,19,"01264C",NA,NA,NA
2014-03-01,3,1,2014,"control",17,73,"DM","F",NA,NA,NA,NA,NA,"E",NA,37,53,"001971",NA,"001970",NA
2014-03-01,3,1,2014,"control",17,35,"DM","F",NA,NA,NA,NA,NA,"E",NA,34,47,"000509",NA,"000508",NA
2014-03-01,3,1,2014,"control",17,54,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,41,"001952",NA,"001973",NA
2014-03-01,3,1,2014,"control",17,55,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,16,"5D9EF2",NA,NA,NA
2014-03-01,3,1,2014,"control",17,36,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,16,"00F4EC",NA,NA,NA
2014-03-01,3,1,2014,"control",17,37,"SF","F","Z",NA,NA,NA,NA,NA,NA,29,92,"001893","*","001551","*"
2014-03-01,3,1,2014,"control",17,16,"DM","F","Z",NA,NA,NA,NA,NA,NA,32,23,"001503","*","001504","*"
2014-03-01,3,1,2014,"control",17,17,"PB","M",NA,NA,"S",NA,NA,NA,NA,28,44,"00B14F",NA,NA,NA
2014-03-01,3,1,2014,"control",17,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,49,"001310",NA,"001311",NA
2014-03-01,3,1,2014,"control",17,76,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,22,"5DA1EA","*",NA,NA
2014-03-01,3,1,2014,"control",17,61,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,52,"001294",NA,"001505","*"
2014-03-01,3,1,2014,"control",17,13,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,49,"000620",NA,"000619",NA
2014-03-01,3,1,2014,"control",17,12,"PP","M",NA,NA,"S",NA,NA,NA,NA,23,26,"00F780","*",NA,NA
2014-03-01,3,1,2014,"control",17,71,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"00A902","*",NA,NA
2014-03-01,3,1,2014,"exclosure",21,35,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,44,"00FA6B",NA,NA,NA
2014-03-01,3,1,2014,"exclosure",21,71,"PB","M",NA,NA,"S",NA,NA,NA,NA,26,41,"00FAB8",NA,NA,NA
2014-03-01,3,1,2014,"exclosure",21,44,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,19,"00F0BD",NA,NA,NA
2014-03-01,3,1,2014,"exclosure",21,17,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,25,"001946",NA,"001963",NA
2014-03-01,3,1,2014,"removal",23,71,"PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,3,1,2014,"removal",16,25,"DM","F",NA,NA,NA,"S",NA,NA,NA,36,NA,NA,NA,NA,NA
2014-03-01,3,1,2014,"removal",16,41,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,21,NA,NA,NA,NA
2014-03-01,3,1,2014,"removal",16,44,"PE","F",NA,NA,NA,NA,NA,NA,NA,20,NA,"001969",NA,NA,NA
2014-03-01,3,1,2014,"removal",16,74,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,NA,NA,NA,NA,NA
2014-03-01,3,1,2014,"removal",16,66,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,40,NA,NA,NA,NA
2014-03-01,3,2,2014,"exclosure",3,72,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,44,"001552","*","001553","*"
2014-03-01,3,2,2014,"exclosure",3,23,"PE","F",NA,NA,NA,NA,NA,"E",NA,20,28,"001430",NA,"001431",NA
2014-03-01,3,2,2014,"exclosure",3,21,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,27,"001206",NA,"001207",NA
2014-03-01,3,2,2014,"exclosure",3,54,"RM","F",NA,NA,NA,NA,NA,"E",NA,16,14,"5D9E57","*",NA,NA
2014-03-01,3,2,2014,"control",4,26,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,45,"001567","*","001566","*"
2014-03-01,3,2,2014,"control",4,24,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,56,"001386",NA,"001385",NA
2014-03-01,3,2,2014,"control",4,22,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,44,"001935",NA,"001554","*"
2014-03-01,3,2,2014,"control",4,71,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,30,"001563","*","001564","*"
2014-03-01,3,2,2014,"control",4,42,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,48,"001753",NA,"001555","*"
2014-03-01,3,2,2014,"control",4,61,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,52,"001562","*","001560","*"
2014-03-01,3,2,2014,"control",4,41,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,53,"001938",NA,"001936",NA
2014-03-01,3,2,2014,"control",4,73,"PE","M","Z",NA,NA,NA,NA,NA,NA,20,22,"001561","*","001559","*"
2014-03-01,3,2,2014,"control",11,72,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,50,"001041",NA,"001042",NA
2014-03-01,3,2,2014,"control",11,73,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,50,"B7174B",NA,"001262",NA
2014-03-01,3,2,2014,"control",11,66,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,20,"00B0FA",NA,NA,NA
2014-03-01,3,2,2014,"control",11,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"001557","*","001762",NA
2014-03-01,3,2,2014,"control",11,67,"PE","M","Z",NA,NA,NA,NA,NA,NA,21,25,"001584",NA,"001500",NA
2014-03-01,3,2,2014,"control",11,67,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,51,"001565","*","001556","*"
2014-03-01,3,2,2014,"control",11,27,"PE","F","Z",NA,NA,NA,NA,NA,NA,20,23,"001977",NA,"001978",NA
2014-03-01,3,2,2014,"control",11,36,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,51,"001825",NA,"001921",NA
2014-03-01,3,2,2014,"control",11,34,"DM","F",NA,NA,NA,NA,NA,"R",NA,35,44,"001491",NA,"001492",NA
2014-03-01,3,2,2014,"control",14,71,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,32,"001537",NA,"001735",NA
2014-03-01,3,2,2014,"control",14,73,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,55,"001529",NA,"001530",NA
2014-03-01,3,2,2014,"control",14,45,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,59,"001636",NA,"001578",NA
2014-03-01,3,2,2014,"control",14,31,"DM","F","Z",NA,NA,NA,NA,NA,NA,38,51,"001518","*","001747",NA
2014-03-01,3,2,2014,"control",14,41,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,45,NA,NA,NA,NA
2014-03-01,3,2,2014,"control",14,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"001413",NA,"001414",NA
2014-03-01,3,2,2014,"control",14,42,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,21,"00F84C",NA,NA,NA
2014-03-01,3,2,2014,"control",14,67,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,45,NA,NA,NA,NA
2014-03-01,3,2,2014,"control",14,61,"DM","F",NA,NA,NA,NA,NA,"R",NA,36,49,"001531",NA,"001532",NA
2014-03-01,3,2,2014,"control",14,57,"DM","F","Z",NA,NA,NA,NA,NA,NA,33,27,"001509","*","001510","*"
2014-03-01,3,2,2014,"control",14,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"001353",NA,"001749","*"
2014-03-01,3,2,2014,"control",14,25,"OT","M",NA,NA,"S",NA,NA,NA,NA,22,32,"001512","*","001513","*"
