"censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
1995-07-20,7,21,1995,"control",11,27,"DM","F",NA,"J",NA,NA,NA,NA,NA,36,20,"4D6A0A","*","0",NA
1995-07-20,7,21,1995,"control",14,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"0D52BB",NA,"0",NA
1995-07-20,7,21,1995,"control",11,37,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,21,"4E14B5","*","0",NA
1995-07-20,7,21,1995,"exclosure",3,41,"PP","M","Z",NA,NA,NA,NA,NA,NA,13,14,"15F025","*","0",NA
1995-07-20,7,21,1995,"control",4,43,"DM","F",NA,NA,NA,"S","P","B",NA,36,57,"0D0FCE",NA,"0",NA
1995-07-20,7,21,1995,"control",11,43,"DM","F",NA,NA,NA,"S",NA,"E",NA,36,48,"1EA78C",NA,"0",NA
1995-07-20,7,21,1995,"control",14,44,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,11,"4F0A4B","*","0",NA
1995-07-20,7,21,1995,"control",11,45,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,21,"0D7F5A","*","0",NA
1995-07-20,7,21,1995,"control",14,47,"DM","M",NA,NA,"R",NA,NA,NA,NA,38,49,"0D59BA",NA,"0",NA
1995-07-20,7,21,1995,"control",11,51,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,20,"0D5450","*","0",NA
1995-07-20,7,21,1995,"control",14,54,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,50,"15F30A",NA,"0",NA
1995-07-20,7,21,1995,"control",11,56,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,56,"0DF1C9",NA,"0",NA
1995-07-20,7,21,1995,"exclosure",3,61,"PP","M",NA,NA,"S",NA,NA,NA,NA,21,20,"1EA838",NA,"0",NA
1995-07-20,7,21,1995,"control",14,62,"DM","F",NA,NA,NA,"S",NA,"B",NA,37,56,"145BB2",NA,"0",NA
1995-07-20,7,21,1995,"exclosure",3,64,"PP","F",NA,NA,NA,NA,"P","E",NA,22,17,"1EFD16","*","0",NA
1995-07-20,7,21,1995,"control",4,64,"DM","F","Z",NA,NA,NA,NA,NA,NA,34,34,"014FC7","*","0",NA
1995-07-20,7,21,1995,"exclosure",3,65,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,12,"4CFE4C","*","0",NA
1995-07-20,7,21,1995,"exclosure",3,67,"PP","F",NA,NA,NA,NA,NA,"B",NA,21,20,"4E1BEA",NA,"0",NA
1995-07-20,7,21,1995,"control",11,67,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"0D38B1",NA,"0",NA
1995-07-20,7,21,1995,"control",4,71,"PF","F",NA,NA,NA,NA,NA,"E",NA,16,12,"4F08E9","*","0",NA
1995-07-20,7,21,1995,"removal",16,73,"RM","M",NA,NA,"S",NA,NA,NA,NA,17,14,"0D58BF",NA,"0",NA
1995-07-20,7,21,1995,"control",11,74,"DM","F",NA,NA,NA,"S","P","B",NA,36,46,"14685C",NA,"0",NA
1995-07-20,7,21,1995,"control",11,75,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,53,"16CB0E","*","0",NA
1995-07-20,7,21,1995,"exclosure",3,77,"PP","M",NA,"J","M",NA,NA,NA,NA,20,13,"4E130E","*","0",NA
1995-07-20,7,21,1995,"removal",10,77,"RM","F",NA,NA,NA,"S",NA,NA,NA,17,10,"4DA4BF","*","0",NA
1995-07-20,7,NA,1995,"exclosure",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-20,7,NA,1995,"removal",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-26,8,26,1995,"control",17,13,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,17,"4D29D4","*","0",NA
1995-08-26,8,26,1995,"control",17,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,46,"195773",NA,"0",NA
1995-08-26,8,26,1995,"exclosure",19,21,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,8,"16B46E","*","0",NA
1995-08-26,8,26,1995,"exclosure",19,26,"PP","F",NA,NA,NA,"S","P","B",NA,23,19,"17998E","*","0",NA
1995-08-26,8,26,1995,"exclosure",21,27,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,18,"1F511A","*","0",NA
1995-08-26,8,26,1995,"control",17,35,"DM","F",NA,NA,NA,NA,"P","B",NA,34,60,"4E192F",NA,"0",NA
1995-08-26,8,26,1995,"exclosure",19,44,"PP","F",NA,"J",NA,NA,NA,NA,NA,23,17,"13EC7E","*","0",NA
1995-08-26,8,26,1995,"control",17,47,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,58,"0D4718",NA,"0",NA
1995-08-26,8,26,1995,"exclosure",21,54,"PP","F",NA,NA,NA,NA,NA,"E",NA,23,20,"4E1A1B",NA,"0",NA
1995-08-26,8,26,1995,"control",17,62,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,53,"0D0101",NA,"0",NA
1995-08-26,8,26,1995,"control",17,72,"PF","F",NA,NA,NA,"S",NA,NA,NA,15,9,"1F431C",NA,"0",NA
1995-08-26,8,26,1995,"control",17,76,"PP","M",NA,"J",NA,NA,NA,NA,NA,23,12,"13E4DF","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,11,"PP","F",NA,"J",NA,NA,NA,NA,NA,23,17,"1EA5DD","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,13,"PP",NA,NA,"J",NA,NA,NA,NA,NA,NA,NA,NA,"*","0",NA
1995-08-26,8,27,1995,"control",14,13,"DM","M","Z",NA,NA,NA,NA,NA,NA,38,45,"1F4110",NA,"0",NA
1995-08-26,8,27,1995,"control",14,15,"DM","M",NA,"J",NA,NA,NA,NA,NA,36,34,"171","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,16,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,19,"14669F",NA,"0",NA
1995-08-26,8,27,1995,"removal",10,16,"RM","F",NA,NA,NA,"S","P","E",NA,16,14,"132","*","0",NA
1995-08-26,8,27,1995,"control",14,17,"OL","M",NA,NA,"R",NA,NA,NA,NA,21,35,"15F3C1",NA,"0",NA
1995-08-26,8,27,1995,"control",14,21,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,10,"0","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,22,"PP","F",NA,"J",NA,NA,NA,NA,NA,23,14,"4F7147","*","0",NA
1995-08-26,8,27,1995,"removal",10,24,"RM","F",NA,NA,NA,NA,"P","E",NA,16,15,"4DA4BF",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,25,"PP","F",NA,NA,NA,NA,NA,"B",NA,23,20,"1EE0F6",NA,"0",NA
1995-08-26,8,27,1995,"control",14,25,"DM","F",NA,NA,NA,"S",NA,"B",NA,36,45,"1EA3D7",NA,"0",NA
1995-08-26,8,27,1995,"control",14,26,"DM","M",NA,NA,"S",NA,NA,NA,NA,38,52,"0D59BA",NA,"0",NA
1995-08-26,8,27,1995,"control",4,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,46,"1F5407",NA,"0",NA
1995-08-26,8,27,1995,"control",4,31,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,18,"144ADF","*","0",NA
1995-08-26,8,27,1995,"control",11,34,"PP","M","Z",NA,NA,NA,NA,NA,NA,24,19,"0D5A50",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,37,"PP","M",NA,"J",NA,NA,NA,NA,NA,23,16,"1F5084","*","0",NA
1995-08-26,8,27,1995,"control",14,41,"DM","F",NA,NA,NA,"S",NA,"B",NA,36,56,"145BB2",NA,"0",NA
1995-08-26,8,27,1995,"removal",16,42,"RM","M",NA,NA,"R",NA,NA,NA,NA,17,12,"0D58BF",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,43,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,18,"179C3C","*","0",NA
1995-08-26,8,27,1995,"control",14,46,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,48,"0D52BB",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,47,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"15F025",NA,"0",NA
1995-08-26,8,27,1995,"control",4,47,"DM","M",NA,NA,"R",NA,NA,NA,NA,39,50,"0D373C",NA,"0",NA
1995-08-26,8,27,1995,"control",11,47,"DM","F",NA,NA,NA,"S",NA,"E",NA,37,56,"1EA78C",NA,"0",NA
1995-08-26,8,27,1995,"control",11,52,"OL","M",NA,NA,"S",NA,NA,NA,NA,21,27,"2692F8",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,54,"PP","F",NA,"J",NA,NA,NA,NA,NA,22,11,"4D08E2","*","0",NA
1995-08-26,8,27,1995,"control",4,55,"DM","F",NA,NA,NA,"S",NA,"E",NA,36,49,"0D0FCE",NA,"0",NA
1995-08-26,8,27,1995,"control",11,55,"DM","M","Z",NA,NA,NA,NA,NA,NA,34,36,"0D7F5A",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,57,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,14,"0D4885","*","0",NA
1995-08-26,8,27,1995,"exclosure",15,61,"PP","M",NA,NA,NA,NA,NA,NA,NA,23,18,"0","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,64,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,12,"0D858E","*","0",NA
1995-08-26,8,27,1995,"control",4,64,"PP","F",NA,"J",NA,NA,NA,NA,NA,22,15,"15C222","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,65,"PP","F",NA,NA,NA,NA,NA,"E",NA,23,19,"16C0FC",NA,"0",NA
1995-08-26,8,27,1995,"control",14,66,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,46,"15F30A",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,71,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,17,"4E21A4","*","0",NA
1995-08-26,8,27,1995,"exclosure",3,73,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,17,"4E1710","*","0",NA
1995-08-26,8,27,1995,"control",4,74,"OT","F",NA,NA,NA,NA,NA,"E",NA,19,27,"0DFC49",NA,"0",NA
1995-08-26,8,27,1995,"exclosure",3,77,"PP","F",NA,NA,NA,NA,"P","E",NA,23,17,"0DF65F","*","0",NA
1995-08-26,8,27,1995,"control",11,77,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,47,"0D38B1",NA,"0",NA
1995-08-26,8,NA,1995,"removal",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-09-23,9,23,1995,"removal",23,13,"RM","F",NA,NA,NA,"S",NA,"E",NA,17,17,"104","*","0",NA
1995-09-23,9,23,1995,"exclosure",21,14,"RM","F",NA,NA,NA,NA,"P","E",NA,16,19,"0D58FD","*","0",NA
1995-09-23,9,23,1995,"exclosure",21,23,"PP","F",NA,NA,NA,NA,NA,NA,NA,20,15,"4E142E","*","0",NA
1995-09-23,9,23,1995,"exclosure",19,23,"PP","F",NA,"J",NA,NA,NA,NA,NA,22,15,"179F41","*","0",NA
1995-09-23,9,23,1995,"control",17,23,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,7,"1F49EA","*","0",NA
1995-09-23,9,23,1995,"exclosure",19,24,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,15,"1EAB9E","*","0",NA
1995-09-23,9,23,1995,"exclosure",19,25,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,18,"17998E",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",19,33,"PF","F",NA,NA,NA,NA,NA,"E",NA,16,9,"4EF752","*","0",NA
1995-09-23,9,23,1995,"control",17,37,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,50,"195773",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",19,43,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,18,"13EC7E",NA,"0",NA
1995-09-23,9,23,1995,"control",17,51,"DM","F",NA,"J",NA,NA,NA,NA,NA,35,28,"0",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",19,54,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,17,"0DE8B8",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",21,55,"PP","F",NA,"J",NA,NA,NA,NA,NA,22,16,"1437CD","*","0",NA
1995-09-23,9,23,1995,"control",17,61,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,53,"0D0101",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",19,64,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"0D50C6","*","0",NA
1995-09-23,9,23,1995,"control",17,64,"OT","F",NA,NA,NA,NA,NA,"E",NA,20,31,"1F4CEC",NA,"0",NA
1995-09-23,9,23,1995,"exclosure",21,65,"PP","F",NA,NA,NA,NA,NA,"E",NA,24,19,"4E1A1B","*","0",NA
1995-09-23,9,23,1995,"exclosure",19,65,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,18,"3CDCC3","*","0",NA
1995-09-23,9,23,1995,"control",17,75,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,51,"0D582B",NA,"0",NA
1995-09-23,9,23,1995,"control",17,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,56,"0D4718",NA,"0",NA
1995-09-23,9,23,1995,"control",17,21,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,23,"1A1A36","*","0",NA
1995-09-23,9,24,1995,"control",4,11,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,17,"4F7736","*","0",NA
1995-09-23,9,24,1995,"control",14,12,"PF","F",NA,"J",NA,NA,NA,NA,NA,17,7,"1E9ECA","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,13,"PP","F",NA,NA,NA,NA,NA,"E",NA,19,17,"159386","*","0",NA
1995-09-23,9,24,1995,"control",4,13,"PF","F",NA,NA,NA,"S",NA,"E",NA,14,10,"144F32",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,14,"PF","F",NA,"J",NA,NA,NA,NA,NA,15,7,"0D8FD0","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,15,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,17,"14669F",NA,"0",NA
1995-09-23,9,24,1995,"control",14,15,"DM","F","Z",NA,NA,NA,NA,NA,NA,37,49,"1EA3D7",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",3,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,15,"1F5084",NA,"0",NA
1995-09-23,9,24,1995,"control",4,17,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,51,"1F5407",NA,"0",NA
1995-09-23,9,24,1995,"control",11,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,19,"0D5A50",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",3,21,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,17,"1EA5DD",NA,"0",NA
1995-09-23,9,24,1995,"control",14,21,"PF","F","Z",NA,NA,NA,NA,NA,NA,14,NA,"0",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",3,22,"PF","M","Z",NA,NA,NA,NA,NA,NA,21,9,"16C54B","*","0",NA
1995-09-23,9,24,1995,"control",14,22,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,NA,"1F4110",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",3,23,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,26,"0E0485","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,24,"PP","F",NA,NA,NA,NA,"P","E",NA,21,22,"1EE0F6",NA,"0",NA
1995-09-23,9,24,1995,"control",4,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"4D9FD1","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,26,"RM","M",NA,NA,"R",NA,NA,NA,NA,15,NA,"14491C","*","0",NA
1995-09-23,9,24,1995,"control",4,26,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,21,"4E1DF9","*","0",NA
1995-09-23,9,24,1995,"control",14,27,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,53,"0D59BA",NA,"0",NA
1995-09-23,9,24,1995,"control",14,31,"DM","F",NA,NA,NA,"S",NA,"B",NA,37,51,"145BB2",NA,"0",NA
1995-09-23,9,24,1995,"control",11,32,"DO","F",NA,NA,NA,NA,NA,"E",NA,33,50,"4E1657","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,33,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,18,"16C0FC",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,33,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,26,"0DE5F7","*","0",NA
1995-09-23,9,24,1995,"exclosure",15,36,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,9,"1958B3","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,37,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,14,"4D08E2",NA,"0",NA
1995-09-23,9,24,1995,"control",11,37,"DM","F",NA,NA,NA,"S",NA,"B",NA,33,44,"1EA78C",NA,"0",NA
1995-09-23,9,24,1995,"removal",10,37,"RM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
1995-09-23,9,24,1995,"exclosure",3,44,"PP","M","Z",NA,NA,NA,NA,NA,NA,19,15,"16CD80","*","0",NA
1995-09-23,9,24,1995,"control",14,44,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,51,"0D52BB",NA,"0",NA
1995-09-23,9,24,1995,"control",14,45,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,8,"4E0E0F","*","0",NA
1995-09-23,9,24,1995,"removal",10,45,"PP","M","Z",NA,NA,NA,NA,NA,NA,19,16,"106","*","0",NA
1995-09-23,9,24,1995,"control",14,46,"PF","M",NA,NA,"R",NA,NA,NA,NA,15,7,"0D43C7","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,52,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"0D822C","*","0",NA
1995-09-23,9,24,1995,"exclosure",15,52,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,8,"4F063E","*","0",NA
1995-09-23,9,24,1995,"control",4,53,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,17,"4D71D9","*","0",NA
1995-09-23,9,24,1995,"control",11,53,"DM","M",NA,NA,"S",NA,NA,NA,NA,34,60,"0DF1C9",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,53,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,23,"0D5E3B","*","0",NA
1995-09-23,9,24,1995,"control",14,54,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,51,"15430A",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,54,"PF","M",NA,NA,"S",NA,NA,NA,NA,17,10,"146A9B","*","0",NA
1995-09-23,9,24,1995,"control",11,55,"OT","M",NA,"J",NA,NA,NA,NA,NA,19,20,"1F1665","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,56,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,18,"0DF65F",NA,"0",NA
1995-09-23,9,24,1995,"control",4,56,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,51,"0D373C",NA,"0",NA
1995-09-23,9,24,1995,"control",4,62,"PF","F","Z",NA,NA,NA,NA,NA,NA,15,9,"0D7FD2","*","0",NA
1995-09-23,9,24,1995,"control",14,63,"PF","F",NA,NA,NA,NA,NA,"E",NA,16,10,"1F01E3","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,64,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,15,"4D71C1","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,66,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,16,"1EFBF2","*","0",NA
1995-09-23,9,24,1995,"control",4,66,"DM","F",NA,NA,NA,"S",NA,"B",NA,34,49,"0D0FCE",NA,"0",NA
1995-09-23,9,24,1995,"control",11,71,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"4D6CF4","*","0",NA
1995-09-23,9,24,1995,"control",14,71,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,13,"1EA936","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,72,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"0DE73C","*","0",NA
1995-09-23,9,24,1995,"control",4,72,"DM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194F73",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,72,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,15,"16FDDE","*","0",NA
1995-09-23,9,24,1995,"removal",10,72,"PL","F",NA,NA,NA,NA,NA,"E",NA,20,25,"172","*","0",NA
1995-09-23,9,24,1995,"control",11,73,"DM","M",NA,NA,"R",NA,NA,NA,NA,33,47,"4D79AA","*","0",NA
1995-09-23,9,24,1995,"exclosure",15,75,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,17,"268DFB","*","0",NA
1995-09-23,9,24,1995,"exclosure",3,76,"PP",NA,NA,NA,NA,NA,NA,NA,NA,18,14,"0D4885",NA,"0",NA
1995-09-23,9,24,1995,"control",4,77,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"15C222",NA,"0",NA
1995-09-23,9,24,1995,"exclosure",15,77,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,15,"1EA130","*","0",NA
1995-09-23,9,24,1995,"removal",10,77,"RM","F",NA,NA,NA,NA,NA,"E",NA,16,13,"108","*","0",NA
1995-09-23,9,NA,1995,"removal",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-10-28,10,28,1995,"exclosure",21,11,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,9,"4E0E1C","*","0",NA
1995-10-28,10,28,1995,"control",17,12,"DM","F","Z",NA,NA,NA,NA,NA,NA,35,40,"0F6765","*","0",NA
1995-10-28,10,28,1995,"control",17,16,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,10,"113AA5","*","0",NA
1995-10-28,10,28,1995,"exclosure",19,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,17,"1F4FB5","*","0",NA
1995-10-28,10,28,1995,"exclosure",19,21,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,15,"0DE8B8",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",19,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,15,"1EAB9E",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",19,25,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,18,"17998E",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",19,33,"PF","F",NA,NA,NA,NA,NA,"E",NA,14,9,"3C4F90","*","0",NA
1995-10-28,10,28,1995,"control",17,36,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,48,"195773",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",19,37,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,15,"179F41",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",19,42,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,18,"13EC7E",NA,"0",NA
1995-10-28,10,28,1995,"control",17,44,"PP","F","Z",NA,NA,NA,NA,NA,NA,24,17,"195125","*","0",NA
1995-10-28,10,28,1995,"control",17,46,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,9,"1F4C64","*","0",NA
1995-10-28,10,28,1995,"exclosure",21,46,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,16,"1F511A",NA,"0",NA
1995-10-28,10,28,1995,"control",17,53,"PF","F",NA,NA,NA,NA,NA,"B",NA,16,11,"1378FC","*","0",NA
1995-10-28,10,28,1995,"exclosure",21,55,"PF","F",NA,NA,NA,NA,NA,"E",NA,16,8,"1E9EC8",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",21,56,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,14,"4E142E",NA,"0",NA
1995-10-28,10,28,1995,"control",17,57,"PF","F",NA,NA,NA,NA,NA,"B",NA,15,9,"1F431C",NA,"0",NA
1995-10-28,10,28,1995,"control",17,63,"DM","M",NA,NA,"S",NA,NA,NA,NA,37,52,"0D0101",NA,"0",NA
1995-10-28,10,28,1995,"control",17,65,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,26,"1F4CEC",NA,"0",NA
1995-10-28,10,28,1995,"control",17,67,"DM","F",NA,NA,NA,NA,"P","B",NA,37,62,"0D5828",NA,"0",NA
1995-10-28,10,28,1995,"exclosure",21,72,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,8,"4E219D","*","0",NA
1995-10-28,10,28,1995,"control",17,75,"PF","M",NA,NA,"S",NA,NA,NA,NA,15,10,"1F4E50","*","0",NA
1995-10-28,10,28,1995,"exclosure",21,75,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,14,"1437CD",NA,"0",NA
1995-10-28,10,28,1995,"control",17,76,"PF","M",NA,NA,"S",NA,NA,NA,NA,14,9,"3C56EE","*","0",NA
1995-10-28,10,28,1995,"control",17,77,"RM","M",NA,NA,"S",NA,NA,NA,NA,15,11,"15E286","*","0",NA
1995-10-28,10,28,1995,"exclosure",21,77,"PF","F",NA,NA,NA,NA,NA,"E",NA,15,9,"4E1433",NA,"0",NA
1995-10-28,10,29,1995,"exclosure",3,11,"OT","F",NA,NA,NA,"S",NA,NA,NA,21,25,"4CFAA2",NA,"0",NA
1995-10-28,10,29,1995,"exclosure",3,12,"OT","M",NA,NA,"R",NA,NA,NA,NA,19,26,"4F04EA",NA,"0",NA
1995-10-28,10,29,1995,"control",11,12,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,16,"0D5A50",NA,"0",NA
1995-10-28,10,29,1995,"control",14,13,"PF","M",NA,NA,"S",NA,NA,NA,NA,16,10,"1E94F1","*","0",NA
1995-10-28,10,29,1995,"control",14,14,"DM","F","Z",NA,NA,NA,NA,NA,NA,36,45,"1EA3D7",NA,"0",NA
1995-10-28,10,29,1995,"exclosure",3,15,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,17,"17A97D","*","0",NA
1995-10-28,10,29,1995,"control",4,21,"PF","F",NA,NA,NA,NA,NA,"E",NA,16,9,"158A83","*","0",NA
1995-10-28,10,29,1995,"exclosure",3,23,"PP","M","Z",NA,NA,NA,NA,NA,NA,20,16,"0D4885",NA,"0",NA
1995-10-28,10,29,1995,"control",14,23,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,44,"1F4110",NA,"0",NA
1995-10-28,10,29,1995,"exclosure",15,24,"OT","F","Z",NA,NA,NA,NA,NA,NA,20,19,"0D5E33",NA,"0",NA
1995-10-28,10,29,1995,"removal",10,24,"RM","F",NA,NA,NA,"S","P",NA,NA,17,11,"137","*","0",NA
1995-10-28,10,29,1995,"control",4,26,"DM","M",NA,NA,"R",NA,NA,NA,NA,36,47,"1F5407",NA,"0",NA
1995-10-28,10,29,1995,"control",4,27,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"4E1DF9",NA,"0",NA
1995-10-28,10,29,1995,"control",14,27,"DM","M",NA,NA,"R",NA,NA,NA,NA,37,49,"0D59BA",NA,"0",NA
1995-10-28,10,29,1995,"control",11,34,"PF","F",NA,NA,NA,NA,NA,"B",NA,16,10,"1457CE","*","0",NA
1995-10-28,10,29,1995,"exclosure",3,35,"PP","F",NA,"J",NA,NA,NA,NA,NA,21,14,"4D08E2",NA,"0",NA
1995-10-28,10,29,1995,"control",11,36,"DM","M","Z",NA,NA,NA,NA,NA,NA,37,50,"145C3F","*","0",NA
